Warehouse code	Item code	Item Description	Stock on Hand
ZBF12T	52141502PA01026	Dr Gskt GMX25CA3MJZ 25L Cv	1
ZBF12T	52141502PA01037	Dr+Inlaid GMX20CA3MKZ 20L Cv	1
ZBF12T	52141502PA01090	Dr itrlck Sw GMX20/25CA1/A2	3
ZBF12T	52141502PA01101	Dr itrlck Sw GMX20/25CA1/A2	2
ZBF12T	52141502PA01109	Dr itrlck Sw GMC30E09MRGX 30L	1
ZBF12T	52141502PA01113	Dr itrlck Sw GMC30E09MRGX 30L	2
ZBF12T	52141502PA01114	Dr itrlck Sw GMC30E09MRGX 30L	1
ZBF12T	52141502PA01125	Turntable motor	5
ZBF12T	52141502PA01126	Fan motor GMX25CA1/A2 25L Cv	1
ZBF12T	52141502PA01127	Fan motor GMX20CA1/A2 20L Cv	1
ZBF12T	52141502PA01135	Fan motor GMC30E09WH/SSG 30L	3
ZBF12T	52141502PA01136	Fan motor GMG20C05GLZ 20L Gl	1
ZBF12T	52141502PA01137	Fan motor GME30CR1BIM 30L Cv	0
ZBF12T	52141502PA01143	Turntable motor GMX20/25CA1/A	1
ZBF12T	52141502PA01144	Turntable motor GMX20GA1/A2	1
ZBF12T	52141502PA01147	Fan motor GMC20E08SSGX 20L Cv	1
ZBF12T	52141502PA01151	Fan motor GMX23CA2FKM 23L Cv	1
ZBF12T	52141502PA01160	Fan motor Tray GMX30CA1 30L Cv	0
ZBF12T	52141502PA01170	Transformer H.V. GMX25CA1/A2	1
ZBF12T	52141502PA01177	Transformer H.V.	1
ZBF12T	52141502PA01225	Fuse H.V.	3
ZBF12T	52141502PA01245	Diode H.V. GME30CR1BIM/BLGX-R	1
ZBF12T	52141502PA01246	Diode H.V. GMS17MWHGX/GMG22B	2
ZBF12T	52141502PA01247	Diode H.V. GMX25CA1/A2 25L Cv	2
ZBF12T	52141502PA01249	Diode H.V. GMG17E07 17L Gl	0
ZBF12T	52141502PA01255	Diode H.V. GMX28CA1MKM 28L Cv	3
ZBF12T	52141502PA01258	Diode H.V. GMT23E09MRGX 23L	1
ZBF12T	52141502PA01293	Sensor GME30CR1BIM 30L Cv	2
ZBF12T	52141502PA01295	Sensor GMC30E09MRGX 30L Cv	2
ZBF12T	52141502PA01297	Sensor GMC30E09EH/SSGX 30L Cv	3
ZBF12T	52141502PA01360	Thermostat GME20CM1MJZ 20L Cv	1
ZBF12T	52141502PA01363	Thermostat GME25GP1MKM 25L Cv	1
ZBF12T	52141502PA01426	Capacitor H.V.	2
ZBF12T	52141502PA01429	Capacitor H.V. GME30CR1BIM/BL	0
ZBF12T	52141502PA01446	Capacitor H.V. GMC25E09MRGX	0
ZBF12T	52141502PA01457	Holder Bulb GMC30E 23L Cv	0
ZBF12T	52141502PA01462	Cavity Assy GMX20GA8/9B/PLM	1
ZBF12T	52141502PA01469	Cavity GMX20GA1WMZ 20L Cv	2
ZBF12T	52141502PA01470	Thn Flm Sw GMC30E09WHGX 30L Cv	5
ZBF12T	52141502PA01483	Capacitor H.V. 1.0 MFD GMC30E	4
ZBF12T	52141502PA01499	Magnetron GMX20SA2BLM 20L Cv	2
ZBF12T	52141502PA01500	PwrCrd GMX20SA2BLM 20L Cv	2
ZBF12T	52141502PA01559	Dr itrlck Sw GMC25EMRHM 25L Cv	1
ZBF12T	52141502PA01576	Fuse H.V. GMX20GA8/9B/PLM 20L	1
ZBF12T	52141502PA01582	Fuse GMX23CA3PLM 23L Cv Midea	1
ZBF12T	52141502PA01585	Fan motor GMX23CA3PLM 23L Cv	2
ZBF12T	52141502PA01594	Lamp GMX20GA6WMZ 20L Cv Galanz	1
ZBF12T	52141502PA01603	Dr itrlck Sw GMX20C/G/25CA1/A2	2
ZBF12T	52141502PA01604	Control panel GMX20C/GA1/A2	1
ZBF12T	52141502PA01618	Fuse High Volt GMX20SA2BLM 18L	1
ZBF12T	52141502PA01623	Magnetron GMX20CA1/A2 20L Cv	15
ZBF12T	52141502PA01624	Magnetron GME34CA1 34L Cv	1
ZBF12T	52141502PA01634	Door assly GMX23CA3PLM 23L Cv	2
ZBF12T	52141502PA01636	Dr+Inlaid GMC25E09 25L Cv	1
ZBF12T	52141502PA01637	Door window GMC25E09 25L Cv	1
ZBF12T	52141502PA01657	Fan blade GMX20GA5WKM 20L Cv	1
ZBF12T	52141502PA01659	Knob GMX20GA5WKM 20L Cv Midea	1
ZBF12T	52141502PA01661	Bracket Hinge upper	1
ZBF12T	52141502PA01663	Base plate GMX20SA2BLM 20L Cv	1
ZBF12T	52141502PA01668	Knob Timer GMX20SA2BLM 20L Cv	3
ZBF12T	52141502PA01669	Foot GMX20SA2BLM 20L Cv Midea	2
ZBF12T	52141502PA01671	Dr itrlck Sw GMX20SA2BLM 20L	2
ZBF12T	52141502PA01672	Dr itrlck Sw GMX20SA2BLM 20L	1
ZBF12T	52141502PA01673	Rlr Rng GMX20SA2BLM 20L Cv	3
ZBF12T	52141502PA01684	Rlr Rng GMS22A 25L Sl Galanz	1
ZBF12T	52141502PA01729	Rlr Rng GMX20CA5MKZ 20L Cv	1
ZBF12T	52141502PA01733	Enclosure Outer GMX20CA5MKZ	1
ZBF12T	52141502PA01763	Rack GMX23CA3PLM 23L Cv Midea	1
ZBF12T	52141502PA01845	Knob GMX25CA1/A2 25L Cv Galanz	1
ZBF12T	52141502PA01846	Mounting Microswitch	2
ZBF12T	52141502PA01853	Board Rear GME34CA1MKZ 34L Cv	1
ZBF12T	52141502PA01855	Fan motor GMX23CA2FKM 23L Cv	1
ZBF12T	52141502PA01856	Fan motor GMX20CAPLM 20L Cv	1
ZBF12T	52141502PA01864	Capacitor H.V. GMX20SA2BLM 20L	0
ZBF12T	52141502PA01865	Control panel GMX20SA2BLM 20L	1
ZBF12T	52141502PA01870	Dr itrlck Sw 3 terminal GMC30E	4
ZBF12T	52141502PA01872	Thermostat Bimetal GMX23CA2	2
ZBF12T	52141502PA01874	Timer GMX20SA2BLM 20L Cv Midea	1
ZBF12T	52141502PA01878	Transformer H.V. GMX20GA6WMZ	1
ZBF12T	52141502PA01883	Transformer H.V. GAL900ELWI	0
ZBF12T	52141502PA01890	Thermostat GMX20GA6WMZ 20L Cv	1
ZBF12T	52141502PA01951	Control panel PCB GME725CF1PZ	1
ZBF12T	52141502PA01952	Handle GME725CF1PZ 25L Cv	1
ZBF12T	52141502PA01953	Control panel PCB GME725CF2PZ	1
ZBF12T	52141502PA01955	Control panel PCB GME723CF1	0
ZBF12T	52141502PA01979	Dr Scrn GME720CP1PM 20L Cv	1
ZBF12T	52141502PA01982	Control panel GME723 CF3 PM	1
ZBF12T	52141502PA01983	Mmbrn Sw GME723 CF3 PM 23L Cv	4
ZBF12T	52141502PA01990	Glass TURNTABLE GME723 CF3 PM	1
ZBF12T	52141502PA01993	Decorated MEMBRANE GME723 CF3	2
ZBF12T	52141502PA01998	Board Sheilding GME725CF1&CF2	1
ZBF12T	52141502PA02002	Bracket Air duct GME725CF1&CF2	1
ZBF12T	52141502PA02004	Connector Shaft GME725CF1&CF2	1
ZBF12T	52141502PA02008	Door Frame GME725CF1&CF2 25L	1
ZBF12T	52141502PA02011	Drvg blt GME725CF1&CF2 25L Cv	1
ZBF12T	52141502PA02013	Enclosure Outer GME725CF1&CF2	1
ZBF12T	52141502PA02025	Lamp Holder Bulb GME725CF1&CF2	1
ZBF12T	52141502PA02026	Magnetron GME725CF1&CF2 25L Cv	0
ZBF12T	52141502PA02034	Rack Metal GME725CF1&CF2 25L	1
ZBF12T	52141502PA02035	Rlr Rng GME725CF1&CF2 25L Cv	1
ZBF12T	52141502PA02038	Splash shield mica sheer	1
ZBF12T	52141502PA02040	Thn Flm Sw GME725CF1&CF2 25L	5
ZBF12T	52141502PA02054	Dr Gskt Choke Cover	1
ZBF12T	52141502PA02058	Glass Turntable GME728CF1PM	1
ZBF12T	52141502PA02059	Fan motor For Magnetron	1
ZBF12T	52141502PA02060	Case Outer GME728CF1PM 28L Cv	1
ZBF12T	52141502PA02074	Enclosure Outer GME 720 GF1 PZ	1
ZBF12T	52141502PA02095	Magnetron GME 720 GF1 PZ 20L	1
ZBF12T	52141502PA02099	Thn Flm Sw GME 720 GF1 PZ 20L	1
ZBF12T	52141502PA02106	Control panel Assly with PCB	1
ZBF12T	52141502PA02108	Door window GME 730 CR1 PZ 30L	1
ZBF12T	52141502PA02111	Dr+Inlaid Complete GME 730 CR1	1
ZBF12T	52141502PA02114	Rlr Rng GME 730 CR1 PZ 30L Cv	1
ZBF12T	52141502PA02127	Board Face GME 730 CR1 PZ 28L	1
ZBF12T	52141502PA02157	Magnetron GME730CR1 PZ 28L Cv	0
ZBF12T	52141502PA02160	Thn Flm Sw GME730CR1 PZ 28L Cv	5
ZBF12T	52141502PA02163	Heater GME730CR1 PZ 28L Cv	1
ZBF12T	52141502PA02173	Door Frame Assly GME734CR1PM	1
ZBF12T	52141502PA02175	Door panel GME734CR1PM 34L Cv	1
ZBF12T	52141502PA02187	Magnetron GME734CR1PM 34L Cv	0
ZBF12T	52141502PA02193	Control panel Assly	0
ZBF12T	52141502PA02195	Plate Crusty GME728CF1PM 28L	1
ZBF12T	52141502PA02199	Panel Control Asy GME728CF1PM	0
ZBF12T	52141502PA02200	Decorated Membrane GME728CF1PM	1
ZBF12T	52141502PA02210	Control panel Assly GME 528	1
ZBF12T	52141502PA02234	Inverter Assy GME528CIP1QM 28L	1
ZBF12T	52141502PA02245	Key Press Board GME730CP1QM	1
ZBF12T	52141502PA02250	Glass Tun Table GME730CP1QM	1
ZBF12T	52141502PA02256	Thn Flm Sw GME720 CP2 QZ Plain	3
ZBF12T	52141502PA02262	Hinge Door GME720 CP2 QZ Plain	1
ZBF12T	52141502PA02266	Splash shield GME720CP2 QZ 20L	1
ZBF12T	52141502PA02290	Control panel Assy GME720CP2	1
ZBF12T	52141502PA02291	Transformer H.V GMX 720 SP1 SW	1
ZBF12T	52141502PA02292	Diode H.V GMX 720 SP1 SW 20L	1
ZBF12T	52141502PA02294	Bracket Latch GMX720SP1 SW 20L	2
ZBF12T	52141502PA02295	Dr itrlck Sw GMX720SP1 SW 20L	3
ZBF12T	52141502PA02296	Microswitch Monitor GMX720SP1	4
ZBF12T	52141502PA02297	Cover Lamp GMX720SP1 SW 20L Sl	2
ZBF12T	52141502PA02298	Magnetron GMX720SP1 SW 20L Sl	1
ZBF12T	52141502PA02299	Lamp GMX720SP1 SW 20L Sl Weili	2
ZBF12T	52141502PA02300	Thermostat GMX720SP1 SW 20L Sl	1
ZBF12T	52141502PA02302	Fan motor GMX720SP1 SW 20L Sl	2
ZBF12T	52141502PA02303	Case Outer GMX720SP1 SW 20L Sl	1
ZBF12T	52141502PA02304	Filter Noise GMX720SP1 SW 20L	1
ZBF12T	52141502PA02308	Tray Glass GMX720SP1 SW 20L Sl	1
ZBF12T	52141502PA02309	RotRngAsly GMX720SP1 SW 20L Sl	1
ZBF12T	52141502PA02310	Coupler GMX720SP1 SW 20L Sl	2
ZBF12T	52141502PA02311	Holder H.V.Capactr GMX720SP1	2
ZBF12T	52141502PA02312	Capacitor H.V GMX720SP1 SW 20L	3
ZBF12T	52141502PA02318	Knob Timer GMX720SP1 SW 20L Sl	3
ZBF12T	52141502PA02319	Control panel GMX720SP1 SW 20L	1
ZBF12T	52141502PA02320	Timer GMX720SP1 SW 20L Sl	1
ZBF12T	52141502PA02397	MI Assly GME 733 SM1 33L Cv	1
ZBF12T	52141502PA02415	Filter Noise GME 733 SM1 33L	1
ZBF12T	52141502PA02440	Turntable motor GME 733 SM1	1
ZBF12T	52141502PA02489	Plate Baking GME 530 CR1 SZ	1
ZBF12T	52141502PA02526	Cover Splash GMX 725 SP1 TM	1
ZBF12T	52141502PA02544	Timer Switch GMX725 SP1 TM 25L	1
ZBF12T	52141502PA02548	Cavity GMX 720 SP1 SW 20L Sl	2
ZBF12T	52141505PA00008	Floater 12B/12U/13Z VES	1
ZBF12T	52141505PA00036	Drain Pump 13Z VES 32026853	1
ZBF12T	52141505PA00037	Inlet Valve 12BU/UI/NF/13Z	1
ZBF12T	52141505PA00071	Sump Asy 12B/13Z GR 60 / FT	1
ZBF12T	52141505PA00095	Display Card 12UNF PCB VU1 VES	1
ZBF12T	52141505PA00096	Welling Wash Pump 12UNF 3 VES	1
ZBF12T	52141505PA00109	Air Break Nut 12BUI/NF/13Z	1
ZBF12T	52141505PA00114	Cmpct Air-Brk Asy 12BNF/13Z	1
ZBF12T	52141505PA00169	Dr Swt Assy DWT EON MGNS 8C NF	1
ZBF12T	52141505PA00202	Sensor DWT EON MGNS 8C NF NTC	1
ZBF12T	52141505PA00241	CabOut Cvr DWT EON MGNS 8C NF	1
ZBF12T	52141601PA00001	Lid Swt Auto Common	16
ZBF12T	52141601PA00005	Susp set asy Old auto Blue	0
ZBF12T	52141601PA00008	Net asy Old auto W12-3-20151A;	8
ZBF12T	52141601PA00009	Case s+cvr s asy Old auto	2
ZBF12T	52141601PA00017	Susp set asy Old auto Black	0
ZBF12T	52141601PA00018	Lid Swt SAWM2 034258	1
ZBF12T	52141601PA00019	Sprng asy SAWM2 Suspension	0
ZBF12T	52141601PA00026	Valve case asy 620 PF	11
ZBF12T	52141601PA00027	Gear Box Assembly GLITZ	10
ZBF12T	52141601PA00033	Select Swt WITH CAP 650 FDC	0
ZBF12T	52141601PA00034	Cover PP Rat Mesh FATL Black	1
ZBF12T	52141601PA00037	Back Cvr GWF 600 C Slk Gry	2
ZBF12T	52141601PA00038	Back Cvr GWF 620 CFS Drk Gry	1
ZBF12T	52141601PA00060	Lid B GWF 620 DAC Melon red	2
ZBF12T	52141601PA00062	Lid A GWF 650 Car red	1
ZBF12T	52141601PA00066	Lid A GWF 620 CFS Jet black	1
ZBF12T	52141601PA00067	Lid A GWF 620 CFS Met red	1
ZBF12T	52141601PA00070	Lid B GWF 620 CFS Jet black	1
ZBF12T	52141601PA00071	Lid B GWF 620 CFS Met red	2
ZBF12T	52141601PA00073	Lid EON 651 PHU Met red Glass	3
ZBF12T	52141601PA00076	Lid EON 620/650 Met red	1
ZBF12T	52141601PA00079	Lid EON 650 PF Met red Glass	1
ZBF12T	52141601PA00086	Bal rng st GWF 600/620PX/PY	1
ZBF12T	52141601PA00087	Cover A Slk Gry Auto	1
ZBF12T	52141601PA00090	Tub Cover Slk Gry Auto	1
ZBF12T	52141601PA00092	Bal rng st GWF 620FSY/650PSY	2
ZBF12T	52141601PA00094	Top Cvr GWF620 DAC Light cream	1
ZBF12T	52141601PA00097	Plate EON 620/650 Back	0
ZBF12T	52141601PA00098	Bal rng st EON 620/650 Slk Gry	1
ZBF12T	52141601PA00100	Basket EON 620/650 Slk Gry	1
ZBF12T	52141601PA00101	Cover EON 620/650 Slk Gry Tub	1
ZBF12T	52141601PA00103	Top Cvr EON 650 Met red	1
ZBF12T	52141601PA00104	Top Cvr EON 650/700 Slk Gry	0
ZBF12T	52141601PA00106	Top Cvr W13 Drk Gry	1
ZBF12T	52141601PA00108	Top Cvr Auto Lush white	3
ZBF12T	52141601PA00109	Water tub GWF 600FX/FY	2
ZBF12T	52141601PA00110	Basket GWF 600/620PX/PY Spin	2
ZBF12T	52141601PA00111	Basket asy AUTO Spin	4
ZBF12T	52141601PA00112	Water tub EON 620/650	1
ZBF12T	52141601PA00113	Water tub EON 650 PHU	1
ZBF12T	52141601PA00115	Frnt Cvr GDA901 Slk Gry	12
ZBF12T	52141601PA00119	Handle GWS620FS Satin pink	1
ZBF12T	52141601PA00133	Bal rng st GWS620FS	1
ZBF12T	52141601PA00139	Back Cvr GWS620FS Satin pink	1
ZBF12T	52141601PA00144	Pulsator GDS650NT Sky blue	4
ZBF12T	52141601PA00204	Back Cvr GWF550A Slk Gry	1
ZBF12T	52141601PA00207	Lid GDS550/600/650G Slk Gry	6
ZBF12T	52141601PA00259	Lid EON620/650 Met red Top	7
ZBF12T	52141601PA00260	Base Fr Cabinet Eon650 Met red	1
ZBF12T	52141601PA00262	Spin basket GWS6502PPC Assy	0
ZBF12T	52141601PA00264	Spin basket 7002PPC W/O B Ring	2
ZBF12T	52141601PA00276	Spin basket Assy GDS950 Leslie	2
ZBF12T	52141601PA00283	Support Timer GWS6201 Xinle	1
ZBF12T	52141601PA00286	Support Timer GWS6201 Xinle	1
ZBF12T	52141601PA00289	Support GDS950 Spring base	2
ZBF12T	52141601PA00300	Base GWS6201/7501 Motor rubber	2
ZBF12T	52141601PA00302	Board GDS820 Filter box base	1
ZBF12T	52141601PA00305	Base GDS950 Leslie GDS950-52	1
ZBF12T	52141601PA00307	Base GDS950 Filter Leslie	7
ZBF12T	52141601PA00324	Belt GWS7202PPI Haily	5
ZBF12T	52141601PA00325	Belt GWS6201 V Belt (WM 710)	1
ZBF12T	52141601PA00329	Pulley GWS6201/7501 Motor	1
ZBF12T	52141601PA00331	Pulley GWS7002PPC Chenyang	1
ZBF12T	52141601PA00332	Pulley GWS6502PPC Chenyang	1
ZBF12T	52141601PA00342	Cover GDS950 Pulsator Leslie	1
ZBF12T	52141601PA00343	Pulsator GDS950 Axes Leslie	3
ZBF12T	52141601PA00352	Cover GWS6201/7501 Spring	25
ZBF12T	52141601PA00354	Cover GDS950 Board of filter	4
ZBF12T	52141601PA00357	Inlays GDS820 Spin cover	20
ZBF12T	52141601PA00364	Lid GWS6201 Wash Xinle 1571154	1
ZBF12T	52141601PA00367	Lid GDS950 Spin tub Leslie	4
ZBF12T	52141601PA00368	Lid GDS950 Wash tub Leslie	7
ZBF12T	52141601PA00369	Cover GDS820/950 Switch Leslie	1
ZBF12T	52141601PA00374	Cover GWS7002PPC Rear Chenyang	1
ZBF12T	52141601PA00375	Cover GWS6502PPC Safe Chenyang	2
ZBF12T	52141601PA00376	Cover GWS6502PPC Rear Chenyang	4
ZBF12T	52141601PA00378	Lid GWS6201 Spin Xinle 1571184	3
ZBF12T	52141601PA00386	Cover GDS950 Safe Leslie	6
ZBF12T	52141601PA00387	Cover GDS820 Screw Leslie	5
ZBF12T	52141601PA00390	Cover GWS6201 Rear Xinle	1
ZBF12T	52141601PA00392	Lid GWS6001PPI Wash Haily	1
ZBF12T	52141601PA00396	Handle GWS7002PPC Spin cover	2
ZBF12T	52141601PA00420	Lid GWS8001PPI Assy wash Haily	7
ZBF12T	52141601PA00424	Lid GWS7002PPC Red Assy wash	0
ZBF12T	52141601PA00426	Lid GWS7002PPC Blue Assy wash	1
ZBF12T	52141601PA00430	Lid GWS7002PPC Blue Assy spin	1
ZBF12T	52141601PA00431	Lid GWS6502PPC White Assy wash	1
ZBF12T	52141601PA00432	Lid GWS6502PPC Red Assy wash	1
ZBF12T	52141601PA00434	Lid GWS6502PPC White Assy spin	2
ZBF12T	52141601PA00435	Lid GWS6502PPC Red Assy spin	0
ZBF12T	52141601PA00437	Lid GDS950 Transparent Wash	3
ZBF12T	52141601PA00438	Lid GDS950 Transparent Spin	2
ZBF12T	52141601PA00449	Bellow GWS6201/7501 Assy Xinle	1
ZBF12T	52141601PA00456	Motor bolt assy GWS6201 Xinle	5
ZBF12T	52141601PA00457	Spring assy GWS6201 Assy Xinle	0
ZBF12T	52141601PA00458	Brake asy set GWS6201/7501	1
ZBF12T	52141601PA00462	Drain valve GWS6201 Assy SA	0
ZBF12T	52141601PA00463	Brake GWS6201 Rod assy Xinle	2
ZBF12T	52141601PA00467	Water inlet hose	2
ZBF12T	52141601PA00469	Water inlet hose GWS7202PPI	1
ZBF12T	52141601PA00470	Knob Assy GWS6502PPC Chenyang	2
ZBF12T	52141601PA00471	Castor assy GWS6502PPC	1
ZBF12T	52141601PA00481	Ovrflw Brd Asy GWS6201 Xinle	13
ZBF12T	52141601PA00486	Trig rod assy GDS950 Leslie	1
ZBF12T	52141601PA00494	Net asy GWS6502PPC Filter	4
ZBF12T	52141601PA00504	Lead unit GWI5511RES&REOS B	1
ZBF12T	52141601PA00523	Damper Leg Assy GWS 6502 CHN	1
ZBF12T	52141601PA00524	Leg GWS7002PPC Rubber Chenyang	1
ZBF12T	52141601PA00525	Leg GWS6502PPC Rubber Chenyang	1
ZBF12T	52141601PA00527	Leg GWS7002PPC Spring Chenyang	1
ZBF12T	52141601PA00528	Wtr lvl adjst pl GWS6502PPC	10
ZBF12T	52141601PA00536	Hose GWI5511RES&REOS Inlet	1
ZBF12T	52141601PA00541	Drain hose GWS6001PPI Haily	1
ZBF12T	52141601PA00545	Overflow hose GDS950 Leslie	1
ZBF12T	52141601PA00546	Clamp GWI5511RES&REOS Hose	1
ZBF12T	52141601PA00560	Overflow hose GDA1401S Midea	3
ZBF12T	52141601PA00575	Knob GWS6201 Xinle 1570941	1
ZBF12T	52141601PA00576	Knob GDS950 Leslie GDS950-2	2
ZBF12T	52141601PA00577	Knob GDS820 Leslie GDS820-4	4
ZBF12T	52141601PA00579	Knob GWS6201 Wash selector	1
ZBF12T	52141601PA00605	Frame GWS6502PPC Chenyang	1
ZBF12T	52141601PA00620	Ctrl Pnl GWS6502PPC Chenyang	1
ZBF12T	52141601PA00621	Ctrl Pnl GWS6001PPI Haily	1
ZBF12T	52141601PA00624	Ctrl Pnl GWS7202PPI Haily	2
ZBF12T	52141601PA00632	Brake GWS6201 Draw string	1
ZBF12T	52141601PA00637	Brake GWS6001PPI Wire Haily	1
ZBF12T	52141601PA00639	Brake GDS820 Chain Leslie	3
ZBF12T	52141601PA00641	Brake GDS950 Chain Leslie	1
ZBF12T	52141601PA00642	Brake GDS820 Brake draw Leslie	1
ZBF12T	52141601PA00646	Cover GDS950 Back Leslie	1
ZBF12T	52141601PA00648	Division partical GWS6201/7501	7
ZBF12T	52141601PA00649	Dispenser GWS6201/7501 Water	1
ZBF12T	52141601PA00662	Board GWS7002PPC Water seal	1
ZBF12T	52141601PA00664	Channel GWS6502PPC Water	1
ZBF12T	52141601PA00665	Water inlet hose GDS820/950	1
ZBF12T	52141601PA00680	Board GDS950 Back side bottom	2
ZBF12T	52141601PA00684	Board GWS6502PPC Side filter	1
ZBF12T	52141601PA00686	Board GDS950 Side apouting	2
ZBF12T	52141601PA00691	Board GDS950 Side cascade	1
ZBF12T	52141601PA00699	Case GDS820 Leslie GDS820-19	3
ZBF12T	52141601PA00712	Tub GWI5511RES&REOS Back outer	1
ZBF12T	52141601PA00725	Select Swt GDS950 Drain Leslie	5
ZBF12T	52141601PA00726	Drain valve GDS820 Leslie	1
ZBF12T	52141601PA00727	Select Swt GWS7002PPC Drain	1
ZBF12T	52141601PA00728	Select Swt GWS6502PPC Drain	1
ZBF12T	52141601PA00730	Drain valve GDS950 Leslie	0
ZBF12T	52141601PA00733	Drain drawstring GDS950 Leslie	1
ZBF12T	52141601PA00734	Damper GDS950 Drain Leslie	1
ZBF12T	52141601PA00736	Drain drawstring GWS7002PPC	1
ZBF12T	52141601PA00750	Joint shaft GWS7002PPC Assy	2
ZBF12T	52141601PA00761	Valve GWS6502PPC One way	2
ZBF12T	52141601PA00771	Valve GWS7002PPC One way	1
ZBF12T	52141601PA00780	Gear Box Asy GWS 7002 PPC	5
ZBF12T	52141601PA00786	Gear Box Assembly 6201	2
ZBF12T	52141601PA00788	Support GWS7201 Spin timer	3
ZBF12T	52141601PA00790	Support GWS8502PPL Wash timer	1
ZBF12T	52141601PA00792	Knob GWS6204PPD Spin timer	2
ZBF12T	52141601PA00793	Lid GWS7201PPL Spin tub Leslie	2
ZBF12T	52141601PA00798	Lid GWS6203PPD Assy spin Dixon	1
ZBF12T	52141601PA00799	Lid GWS6203PPD Assy wash Dixon	1
ZBF12T	52141601PA00803	Lid GWS8502PPL Assy wash	1
ZBF12T	52141601PA00804	Lid GWS8502PPL Assy spin	1
ZBF12T	52141601PA00806	Lid GWS7502PPI Assy spin Haily	1
ZBF12T	52141601PA00817	Cover GWS7201 Safety Leslie	1
ZBF12T	52141601PA00818	Cover GWS7201 Spring Leslie	2
ZBF12T	52141601PA00819	Board GWS7201PPL Back cover	3
ZBF12T	52141601PA00831	Spring GWS6001PPI Haily	2
ZBF12T	52141601PA00835	Spring GWS6502PPC Spin lid	3
ZBF12T	52141601PA00860	Spring GWS7002PPC Valve	3
ZBF12T	52141601PA00862	Spring GWS8002PPC Wash cover	1
ZBF12T	52141601PA00863	Spring GWS8002PPC Spin cover	1
ZBF12T	52141601PA00866	Hose GWS7202PPI Overflow	1
ZBF12T	52141601PA00872	Drain valve GWS6502PPC Assy	0
ZBF12T	52141601PA00878	Hose GWS7002PPC Inlet inner	1
ZBF12T	52141601PA00879	Hose GWS6502PPC Inlet inner	1
ZBF12T	52141601PA00882	Pulsator GWS7201 Leslie	1
ZBF12T	52141601PA00887	Pulsator GWS6502PPC Ball 3 qty	1
ZBF12T	52141601PA00890	Pulsator GWS8002PPC Chenyang	0
ZBF12T	52141601PA00893	Ctrl Pnl GWS7201 Leslie	1
ZBF12T	52141601PA00896	Ctrl Pnl GWS7201PPL Leslie	1
ZBF12T	52141601PA00900	Ctrl Pnl GWS7002PPC Chenyang	1
ZBF12T	52141601PA00903	Ctrl Pnl GWS8502PPL Leslie	1
ZBF12T	52141601PA00908	Select Swt GWS7201 Water inlet	1
ZBF12T	52141601PA00915	Knob GWS6204PPD Wash selector	2
ZBF12T	52141601PA00918	Knob Assy GWS6502PPC Chenyang	0
ZBF12T	52141601PA00924	Belt GWS7201 Leslie	0
ZBF12T	52141601PA00926	Belt GWS8002PPC Chenyang	2
ZBF12T	52141601PA00927	Plate GDS950 Filter box Leslie	9
ZBF12T	52141601PA00950	Board GWS6801PPL Front cabinet	1
ZBF12T	52141601PA00952	Board GWS7201 Side cascade	3
ZBF12T	52141601PA00960	Board GWS8002PPC Side filter	2
ZBF12T	52141601PA00962	Drain switch GWS7201 Leslie	1
ZBF12T	52141601PA00963	Lid Swt GWS7002PPC Chenyang	1
ZBF12T	52141601PA00968	Reed switch GWF621FCS Reed	1
ZBF12T	52141601PA00978	Cab Asy GWS8002PPC Chenyang	1
ZBF12T	52141601PA00987	Handle Spin GWS6502PPC	1
ZBF12T	52141601PA00989	Handle Wash GWS6502PPC	1
ZBF12T	52141601PA00993	Handle Wash GWS6502PPC	1
ZBF12T	52141601PA00994	Handle Spin GWS6502PPC	2
ZBF12T	52141601PA00999	Base GWS8002PPC Chenyang	3
ZBF12T	52141601PA01002	Frame GWS6502PPC Red Toughen	1
ZBF12T	52141601PA01007	Frame GWS8502PPL Leslie	1
ZBF12T	52141601PA01010	Brake GWS7201 Chain Leslie	1
ZBF12T	52141601PA01015	Support GWS6502PPC Motor	12
ZBF12T	52141601PA01017	Joint shaft GWS6201/7501 Assy	2
ZBF12T	52141601PA01024	Buzzer GWS7002PPC Chenyang	2
ZBF12T	52141601PA01025	Buzzer GWS6201/7501 Wash cycle	1
ZBF12T	52141601PA01026	Buzzer GDS950 Leslie	2
ZBF12T	52141601PA01030	Tub GWS7201PPL Leslie	1
ZBF12T	52141601PA01033	Twin tub GWS8002PPC Chenyang	7
ZBF12T	52141601PA01062	Bearing GWI5511RES&REOS Sanyo	1
ZBF12T	52141601PA01065	Sensor GWI5511RES&REOS	2
ZBF12T	52141601PA01079	Board GWS7202PPI Filter core	1
ZBF12T	52141601PA01080	Board GWS7202PPI Filter core	1
ZBF12T	52141601PA01086	Water division GWS6201/7501	6
ZBF12T	52141601PA01087	Water division GWS6201 Trough	4
ZBF12T	52141601PA01088	Lid Swt GDS6201/GDS7501 Xinle	1
ZBF12T	52141601PA01089	Adaptor GWT5008&6510WEV Tap	1
ZBF12T	52141601PA01101	Drain drawstring GWS7201 Assy	4
ZBF12T	52141601PA01102	Channel GWS7201 Water inlet	1
ZBF12T	52141601PA01104	Board GWS7201 Side partition	5
ZBF12T	52141601PA01107	Fan GWS7201 Cooling Leslie	1
ZBF12T	52141601PA01110	Lead unit GWT6510WEV Cable	1
